"Survey","Date","StationName","StationNumber","Cultch","Quadrat","TotalVol","TotalWt","LiveSpat","Drills","Year","Month","Day","Period","season"
8,2017-08-15,"NFWF Dry Bar",5,200,12,2.1,4.61,1,0,2017,8,15,5,"Summer"
8,2017-08-15,"NFWF Dry Bar",5,200,13,1.25,2.85,0,1,2017,8,15,5,"Summer"
8,2017-08-15,"NFWF Dry Bar",5,200,14,0.9,2.41,0,4,2017,8,15,5,"Summer"
8,2017-08-15,"NFWF Dry Bar",5,200,15,2,4.39,0,3,2017,8,15,5,"Summer"
9,2017-10-12,"NFWF Bulkhead",1,0,1,0.3,0.71,2,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",1,0,2,0.4,0.7,2,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",1,0,3,0.25,0.58,2,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",1,0,4,0.35,0.72,1,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",1,0,5,0.35,0.66,1,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",1,0,6,0.4,0.81,1,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",1,0,7,0.15,0.29,0,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",1,0,8,0.35,0.69,4,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",1,0,9,0.45,0.79,4,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",1,0,10,0.5,0.98,2,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",1,0,11,0.45,0.76,7,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",1,0,12,0.5,0.78,0,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",1,0,13,0.4,0.77,0,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",1,0,14,0.5,1.08,0,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",1,0,15,0.5,0.84,3,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",2,200,1,0.8,2.39,162,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",2,200,2,2,4.49,89,2,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",2,200,3,1.8,3.8,244,2,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",2,200,4,0.45,1.07,35,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",2,200,5,1.4,2.97,175,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",2,200,6,0.8,1.97,119,2,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",2,200,7,1.2,2.86,82,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",2,200,8,1.8,4.56,94,2,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",2,200,9,1.4,3.14,144,1,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",2,200,10,1.3,2.79,108,1,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",2,200,11,1.95,4.13,108,2,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",2,200,12,1.75,3.61,85,1,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",2,200,13,1.1,2.36,156,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",2,200,14,2.3,5.04,136,2,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",2,200,15,1.1,2.55,100,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",3,100,1,1.25,2.93,59,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",3,100,2,1,2.94,90,1,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",3,100,3,1,2.19,38,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",3,100,4,0.75,1.66,8,1,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",3,100,5,0.8,1.62,35,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",3,100,6,1.5,3.11,48,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",3,100,7,0.7,1.43,8,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",3,100,8,0.7,1.46,17,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",3,100,9,0.6,1.12,28,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",3,100,10,1,2.13,70,3,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",3,100,11,0.7,1.37,48,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",3,100,12,1.5,3.52,16,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",3,100,13,0.7,1.35,77,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",3,100,14,0.7,1.41,20,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",3,100,15,1.25,2.85,54,3,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",4,400,1,1.6,3.65,258,1,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",4,400,2,1.6,3.65,121,4,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",4,400,3,1.25,2.96,131,1,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",4,400,4,1.4,3.3,228,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",4,400,5,2.2,4.4,129,1,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",4,400,6,2.25,5.09,267,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",4,400,7,0.5,0.99,26,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",4,400,8,0.65,1.34,45,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",4,400,9,2,4.43,367,1,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",4,400,10,3,6.79,192,4,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",4,400,11,1.4,2.98,127,1,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",4,400,12,1.95,4.08,207,1,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",4,400,13,2.75,6.52,221,2,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",4,400,14,1.5,3.35,226,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",4,400,15,2.3,5.53,297,5,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",5,300,1,4.5,9.91,191,1,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",5,300,2,1.9,4.54,175,1,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",5,300,3,1,2.19,99,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",5,300,4,1,1.89,63,1,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",5,300,5,1.4,2.9,255,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",5,300,6,0.75,2.15,251,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",5,300,7,1.5,4.31,48,3,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",5,300,8,1.1,2.33,67,1,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",5,300,9,2.4,5.22,199,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",5,300,10,3.7,7.47,166,2,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",5,300,11,1.75,4.01,413,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",5,300,12,4.1,8.76,467,3,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",5,300,13,3.5,7.54,292,3,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",5,300,14,3.3,6.74,406,0,2017,10,12,6,"Winter"
9,2017-10-12,"NFWF Bulkhead",5,300,15,2.3,5.29,258,3,2017,10,12,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",1,100,1,1.25,2.71,11,3,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",1,100,2,1.1,2.3,59,4,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",1,100,3,0.8,1.91,98,3,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",1,100,4,1.1,2.67,36,1,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",1,100,5,1.5,3.32,103,2,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",1,100,6,0.9,1.85,78,4,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",1,100,7,1.1,2.46,73,2,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",1,100,8,2.2,4.6,27,2,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",1,100,9,1.3,2.92,70,1,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",1,100,10,2,4.16,56,9,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",1,100,11,0.7,1.77,7,1,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",1,100,12,1,2.59,111,2,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",1,100,13,1.05,2.06,19,0,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",1,100,14,1.5,3.07,36,4,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",1,100,15,2.2,4.63,107,8,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",2,0,1,0.7,1.16,5,1,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",2,0,2,0.4,0.93,2,0,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",2,0,3,0.9,1.98,3,0,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",2,0,4,0.55,1.16,13,0,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",2,0,5,0.9,1.84,7,1,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",2,0,6,0.75,1.52,14,0,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",2,0,7,0.6,1.13,3,1,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",2,0,8,0.5,0.87,1,0,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",2,0,9,0.65,1.43,16,0,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",2,0,10,0.8,1.61,4,0,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",2,0,11,0.85,1.67,3,0,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",2,0,12,0.9,1.91,10,1,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",2,0,13,0.8,1.76,6,1,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",2,0,14,0.75,1.53,15,2,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",2,0,15,0.8,1.58,1,1,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",3,300,1,3.5,7.46,269,3,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",3,300,2,2,4.1,141,4,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",3,300,3,2.8,5.83,202,0,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",3,300,4,2.2,4.41,69,2,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",3,300,5,1.9,3.66,21,0,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",3,300,6,2.5,5.6,157,2,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",3,300,7,3.4,7.53,94,6,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",3,300,8,2.75,5.53,315,0,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",3,300,9,2.5,5.09,60,7,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",3,300,10,4.2,8.54,105,4,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",3,300,11,3,6.54,130,9,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",3,300,12,2.8,6.04,135,1,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",3,300,13,4.4,9.05,245,6,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",3,300,14,3.7,7.87,263,10,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",3,300,15,2.3,4.88,181,1,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",4,400,1,3.55,7.47,493,3,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",4,400,2,2.5,5.29,379,2,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",4,400,3,3,6.26,185,0,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",4,400,4,2.4,4.92,103,2,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",4,400,5,2.2,4.74,183,0,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",4,400,6,1.4,3.32,113,3,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",4,400,7,3.4,6.77,263,4,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",4,400,8,1.7,3.73,238,3,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",4,400,9,2.75,5.85,191,5,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",4,400,10,2.2,4.41,239,5,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",4,400,11,3,6.06,191,8,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",4,400,12,3.25,6.62,94,2,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",4,400,13,1.75,3.56,144,4,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",4,400,14,2.5,5.27,270,0,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",4,400,15,2.75,5.54,214,5,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",5,200,1,1.5,3.25,95,4,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",5,200,2,2,4.06,227,0,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",5,200,3,2.2,4.49,83,3,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",5,200,4,1.2,2.42,45,2,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",5,200,5,1.75,3.65,93,1,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",5,200,6,2.75,5.26,442,7,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",5,200,7,2.1,4.35,240,2,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",5,200,8,1.75,3.78,232,0,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",5,200,9,2.7,5.49,87,4,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",5,200,10,1.5,3.19,176,2,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",5,200,11,1.4,2.59,160,4,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",5,200,12,2,4.33,115,2,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",5,200,13,3.3,6.63,64,1,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",5,200,14,1.75,3.57,75,2,2017,10,27,6,"Winter"
9,2017-10-27,"NFWF Hotel Bar",5,200,15,1.4,3.11,123,3,2017,10,27,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",1,300,1,3.9,7.82,42,18,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",1,300,2,1,2.26,19,11,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",1,300,3,3.1,6.38,26,17,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",1,300,4,1.3,2.64,18,3,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",1,300,5,1.5,3.24,28,2,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",1,300,6,3,5.9,85,0,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",1,300,7,1.1,2.32,10,6,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",1,300,8,0.9,1.56,4,1,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",1,300,9,1.1,2.4,7,9,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",1,300,10,1.6,3.47,17,6,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",1,300,11,1.4,2.99,32,8,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",1,300,12,1.5,2.94,6,9,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",1,300,13,1.7,3.82,50,15,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",1,300,14,2.8,5.88,54,0,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",1,300,15,1.4,2.42,60,0,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",2,100,1,0.45,1.11,0,0,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",2,100,2,0.5,1.12,1,0,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",2,100,3,0.6,1.45,8,4,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",2,100,4,0.95,1.93,14,1,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",2,100,5,0.9,1.79,21,5,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",2,100,6,0.65,1.26,6,3,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",2,100,7,0.7,1.35,16,0,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",2,100,8,0.65,1.23,5,1,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",2,100,9,0.7,1.43,16,0,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",2,100,10,0.75,1.45,16,0,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",2,100,11,0.5,1.02,4,2,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",2,100,12,0.75,1.63,16,0,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",2,100,13,0.7,1.34,6,1,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",2,100,14,1,1.95,5,2,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",2,100,15,1.1,2.27,14,0,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",3,400,1,2.2,5.08,10,5,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",3,400,2,1,1.89,13,2,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",3,400,3,4,8.22,39,0,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",3,400,4,2.5,5.09,33,7,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",3,400,5,2.5,5.32,13,9,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",3,400,6,2.25,3.88,38,4,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",3,400,7,2.85,6.08,18,8,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",3,400,8,2.1,4.49,56,7,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",3,400,9,2.1,4.48,20,8,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",3,400,10,2.9,6.15,10,5,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",3,400,11,1.8,3.87,49,8,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",3,400,12,1.4,2.9,18,3,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",3,400,13,2,4.14,11,4,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",3,400,14,2.5,5.31,28,13,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",3,400,15,1,2.1,39,3,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",4,0,1,0.65,1.27,4,0,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",4,0,2,0.5,0.92,16,0,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",4,0,3,0.5,1.09,9,0,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",4,0,4,0.75,1.42,14,0,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",4,0,5,0.5,1.05,12,2,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",4,0,6,0.7,1.31,9,2,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",4,0,7,0.35,0.73,7,0,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",4,0,8,0.5,0.95,7,1,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",4,0,9,0.65,1.27,7,1,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",4,0,10,0.45,0.91,5,0,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",4,0,11,0.65,1.21,14,1,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",4,0,12,0.5,0.81,1,0,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",4,0,13,0.95,1.71,4,0,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",4,0,14,1,1.96,1,0,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",4,0,15,0.45,0.88,10,0,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",5,200,1,1.2,2.7,15,0,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",5,200,2,1.4,2.83,10,1,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",5,200,3,1.9,3.96,11,1,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",5,200,4,0.75,1.77,17,2,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",5,200,5,1.5,3.21,23,0,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",5,200,6,1.25,2.46,8,4,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",5,200,7,0.45,1.48,2,1,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",5,200,8,0.7,1.33,41,1,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",5,200,9,2.3,5.26,85,6,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",5,200,10,1.6,3.34,30,8,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",5,200,11,1.9,4.04,90,0,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",5,200,12,0.6,1.36,6,1,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",5,200,13,0.75,1.55,5,0,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",5,200,14,0.75,1.44,38,5,2017,11,6,6,"Winter"
9,2017-11-06,"NFWF Dry Bar",5,200,15,0.85,1.65,29,5,2017,11,6,6,"Winter"
10,2018-01-05,"NFWF Bulkhead",1,0,1,0.5,1.01,16,1,2018,1,5,6,"Winter"
10,2018-01-05,"NFWF Bulkhead",1,0,2,0.3,0.55,9,0,2018,1,5,6,"Winter"
10,2018-01-05,"NFWF Bulkhead",1,0,3,0.4,0.76,57,0,2018,1,5,6,"Winter"
10,2018-01-05,"NFWF Bulkhead",1,0,4,0.25,0.45,10,1,2018,1,5,6,"Winter"
10,2018-01-05,"NFWF Bulkhead",1,0,5,0.25,0.44,33,0,2018,1,5,6,"Winter"
10,2018-01-05,"NFWF Bulkhead",1,0,6,0.3,0.52,46,0,2018,1,5,6,"Winter"
10,2018-01-05,"NFWF Bulkhead",1,0,7,0.35,0.62,33,0,2018,1,5,6,"Winter"
10,2018-01-05,"NFWF Bulkhead",1,0,8,0.4,0.68,29,0,2018,1,5,6,"Winter"
10,2018-01-05,"NFWF Bulkhead",1,0,9,0.2,0.42,2,0,2018,1,5,6,"Winter"
10,2018-01-05,"NFWF Bulkhead",1,0,10,0.4,0.79,15,0,2018,1,5,6,"Winter"
10,2018-01-05,"NFWF Bulkhead",1,0,11,0.7,1.29,16,0,2018,1,5,6,"Winter"
10,2018-01-05,"NFWF Bulkhead",1,0,12,0.3,0.61,24,0,2018,1,5,6,"Winter"
10,2018-01-05,"NFWF Bulkhead",1,0,13,0.25,0.56,6,0,2018,1,5,6,"Winter"
10,2018-01-05,"NFWF Bulkhead",1,0,14,0.25,0.53,7,0,2018,1,5,6,"Winter"
10,2018-01-05,"NFWF Bulkhead",1,0,15,0.3,0.57,4,0,2018,1,5,6,"Winter"
10,2018-01-05,"NFWF Bulkhead",2,200,1,1.1,2.43,354,0,2018,1,5,6,"Winter"
10,2018-01-05,"NFWF Bulkhead",2,200,2,0.85,1.82,142,0,2018,1,5,6,"Winter"
10,2018-01-05,"NFWF Bulkhead",2,200,3,3,5.93,635,0,2018,1,5,6,"Winter"
10,2018-01-05,"NFWF Bulkhead",2,200,4,1,2.19,357,1,2018,1,5,6,"Winter"
10,2018-01-05,"NFWF Bulkhead",2,200,5,1.1,2.49,299,0,2018,1,5,6,"Winter"
10,2018-01-05,"NFWF Bulkhead",2,200,6,1.25,2.66,347,0,2018,1,5,6,"Winter"
10,2018-01-05,"NFWF Bulkhead",2,200,7,0.9,2.1,191,0,2018,1,5,6,"Winter"
10,2018-01-05,"NFWF Bulkhead",2,200,8,1,2.26,176,0,2018,1,5,6,"Winter"
10,2018-01-05,"NFWF Bulkhead",2,200,9,0.8,1.65,187,0,2018,1,5,6,"Winter"
10,2018-01-05,"NFWF Bulkhead",2,200,10,0.5,1.16,123,0,2018,1,5,6,"Winter"
10,2018-01-05,"NFWF Bulkhead",2,200,11,1.1,2.41,129,0,2018,1,5,6,"Winter"
10,2018-01-05,"NFWF Bulkhead",2,200,12,1.6,3.2,514,1,2018,1,5,6,"Winter"
10,2018-01-05,"NFWF Bulkhead",2,200,13,1.4,3.12,215,0,2018,1,5,6,"Winter"
